Year,Site,N.Sus,Tree_cover,Mean_temp,Annual_prec,pH,NH4,SO4,K,NO3,cv_prec,tot_prec_growing_season,mean_temp_growing_season,CDD_annuale,CDD_growing_season,DefM,Richness,Shrub_cover,TX90p_annual,Temp_seasonality,Forest_type
2009,BOL1,12,46.83,11.64,776.5,NA,NA,NA,NA,NA,53.03,295.8,18.75,21,13,13.33,74,18,21.64,8.25,Boreal forest
2009,CAL1,12,80.42,14.28,1611.6,6.178,0.01,1.189,0.773,1.584,81.35,230.5,18.86,32,32,23.77,25,1.92,10.41,5.98,Nemoral beech forest
2009,CAM1,12,90.33,12.73,1397.1,NA,NA,NA,NA,NA,63.5,379.2,17.43,30,30,16.67,29,2.08,24.11,6.19,Nemoral beech forest
2009,EMI1,12,73.5,13.98,884.9,NA,NA,NA,NA,NA,66.27,243,21.48,24,24,34,31,28.75,18.9,8.88,Nemoral oak forest
2009,FRI2,12,83.92,5.7,2082.4,4.98,0.01,0.437,0.452,0.01,41.5,694.3,12.11,16,13,16,51,14.31,15.34,7.63,Boreal forest
2009,LAZ1,12,71.92,13.98,766.8,5.436,0.011,2.205,0.349,0.01,60.39,203.5,19.71,40,37,35.74,56,42.92,21.1,6.98,Nemoral oak forest
2009,LOM1,11,59.09,2.65,1069.9,5.841,0.011,0.739,0.587,0.027,45.07,434.8,8.11,20,15,16.83,54,4.73,13.15,6.83,Boreal forest
2009,MAR1,12,87.5,13.94,871.9,NA,NA,NA,NA,NA,52.5,374.6,19.94,31,29,9,63,18.83,14.79,7.23,Nemoral oak forest
2009,PIE1,12,99.58,9.7,786.9,4.892,0.018,0.541,0.036,0.058,78.07,426.9,16.01,22,14,26.33,12,0.67,18.08,7.56,Nemoral beech forest
2009,PIE3,12,28.33,4.95,953.8,5.667,0.01,0.31,0.062,0.458,48.06,403.4,10.67,21,15,8.17,79,27.5,11.78,7.12,Boreal forest
2009,SAR1,12,87.92,15.42,963.2,NA,NA,NA,NA,NA,84.82,206.1,20.02,105,91,18.5,22,6.62,39.45,6.16,Mediterranean forest
2009,SIC1,12,65.42,15.91,764.6,NA,NA,NA,NA,NA,84.05,120.1,20.08,79,69,15,35,42.92,15.07,5.75,Nemoral oak forest
2009,TOS1,12,91.92,15.58,764.1,NA,NA,NA,NA,NA,76.48,118.9,21.35,82,69,15.83,26,25.08,27.67,7.06,Mediterranean forest
2009,TRE1,12,36.67,9.62,1050.3,4.261,0.031,0.339,0.343,0.01,52.28,445.1,16.37,21,20,13.17,16,0.58,26.85,7.93,Boreal forest
2009,VEN1,12,95.17,9.03,1178.8,NA,NA,NA,NA,NA,47.16,402.5,15.85,21,15,20.83,37,0,21.64,8.15,Nemoral beech forest
2009,VEN2,12,82.92,14.65,671,NA,NA,NA,NA,NA,53.87,213.5,22.19,43,43,27.76,27,43.33,31.23,8.66,Nemoral oak forest
2010,ABR2,12,74.83,11.23,1482.6,NA,NA,NA,NA,NA,76.32,368.9,16.35,30,25,19.5,63,10.75,20,6.45,Nemoral oak forest
2010,BAS1,12,75.33,12.54,1411,NA,NA,NA,NA,NA,60.95,338.4,17.05,33,31,15.17,80,7.92,10.96,5.95,Nemoral oak forest
2010,EMI2,12,81.75,10.46,1557,NA,NA,NA,NA,NA,55.81,419.5,16.68,23,23,17.68,22,9.5,4.93,7.56,Nemoral beech forest
2010,FRI1,12,90.92,12.67,1569.6,NA,NA,NA,NA,NA,55.05,540.5,19.34,17,13,25.48,55,35.75,9.59,7.72,Nemoral oak forest
2010,LAZ2,12,89.33,16.11,1088.2,NA,NA,NA,NA,NA,89.76,187.3,20.73,43,36,15,22,9.08,24.66,6.08,Mediterranean forest
2010,LIG1,12,100,8.17,2402.6,NA,NA,NA,NA,NA,64.38,629,13.76,21,21,22.83,20,0.42,3.84,6.74,Nemoral beech forest
2010,LOM2,12,80.83,7.44,1380.9,NA,NA,NA,NA,NA,58.4,531.7,13.35,19,12,20.67,35,1,4.66,7.01,Boreal forest
2010,LOM3,12,99.58,6.23,1245.3,NA,NA,NA,NA,NA,59.32,584.2,12.12,25,11,33,38,0.33,1.37,6.98,Nemoral beech forest
2010,PIE2,12,85,12.66,1146.9,NA,NA,NA,NA,NA,60.96,466.2,20.01,22,16,50.17,24,19.67,10.68,8.52,Nemoral oak forest
2010,PUG1,12,93.33,13.99,1047.1,NA,NA,NA,NA,NA,67.71,219.2,18.74,38,38,15.52,24,16.67,9.04,6.16,Nemoral beech forest
2010,TOS2,12,88.75,14.47,815.8,NA,NA,NA,NA,NA,75.99,202.1,19.4,45,45,15.67,20,19.25,15.62,6.29,Mediterranean forest
2010,TOS3,12,96.67,9.36,1734.3,NA,NA,NA,NA,NA,59.99,506.2,14.87,30,30,16.67,12,4.42,5.48,6.74,Nemoral beech forest
2010,UMB1,12,79.42,11.73,1561.6,NA,NA,NA,NA,NA,61.9,475.8,17.31,37,37,21.83,55,53.5,7.67,6.9,Nemoral oak forest
2010,VAL1,12,73.75,2.76,1087.6,NA,NA,NA,NA,NA,46.32,507.7,8.57,18,11,18.33,26,1.5,10.14,7.17,Boreal forest
2011,ABR1,12,88.58,11.98,1054.9,7.35,0.013,0.62,0.168,0.01,80.89,280.4,16.77,44,26,12.67,18,3,45.48,6.48,Nemoral beech forest
2011,ABR2,12,76.92,12.22,864.5,NA,NA,NA,NA,NA,70.1,244.5,17.03,51,33,11.33,69,9.17,41.37,6.5,Nemoral oak forest
2011,BAS1,12,79.25,13,748.7,NA,NA,NA,NA,NA,64.48,199.7,17.14,52,43,12.41,70,10.33,19.45,5.98,Nemoral oak forest
2011,BOL1,12,44.75,12.45,698.5,NA,NA,NA,NA,NA,79.86,380.8,19.06,34,21,12.18,76,19.08,32.6,7.67,Boreal forest
2011,CAL1,12,93,13.6,1298.3,6.113,0.047,0.927,1.328,2.229,78.07,198.9,17.55,55,42,18.19,28,1.96,7.12,5.8,Nemoral beech forest
2011,CAM1,12,87.58,12.91,771.6,NA,NA,NA,NA,NA,68.25,190.6,16.9,52,42,15.83,30,2.14,26.58,5.81,Nemoral beech forest
2011,EMI1,12,68.75,13.84,636.8,4.673,0.025,2.475,0.203,7.149,81.05,188.6,20.92,41,38,58.11,26,24.58,21.1,8.43,Nemoral oak forest
2011,EMI2,12,86.17,12.31,910.5,NA,NA,NA,NA,NA,67.46,220.7,18.41,26,23,30,24,9.33,21.1,7.35,Nemoral beech forest
2011,FRI1,12,91.92,13.73,797.8,NA,NA,NA,NA,NA,73.37,303,20.38,28,25,20.78,51,33.33,25.75,7.83,Nemoral oak forest
2011,FRI2,12,83.33,6.49,1534.1,6.383,0.01,0.321,0.445,0.01,59.75,761.3,12.18,25,12,16.03,49,16.32,23.29,6.85,Boreal forest
2011,LAZ1,12,77.83,14,527.2,5,0.01,1.897,0.073,0.01,63.29,182.3,19.29,51,34,29.39,52,27.08,28.77,6.74,Nemoral oak forest
2011,LAZ2,12,45.25,16.71,618.7,NA,NA,NA,NA,NA,119.26,56.8,21.01,53,35,46.5,18,7.83,37.81,5.95,Mediterranean forest
2011,LIG1,12,100,9.73,1739.2,NA,NA,NA,NA,NA,57.17,447.1,14.67,22,18,22.83,20,0.42,14.52,6.03,Nemoral beech forest
2011,LOM1,11,56.36,3.47,928.6,5.4,0.026,0.162,0.496,0.069,62.19,491.9,7.81,33,23,19.5,53,5.55,21.37,5.73,Boreal forest
2011,LOM2,12,74.17,9.22,1054.7,NA,NA,NA,NA,NA,63.86,514.1,14.22,40,26,21.9,31,0.67,20.27,6.04,Boreal forest
2011,LOM3,12,97.92,8.23,961.9,NA,NA,NA,NA,NA,70.57,518.2,13.13,42,28,31.72,39,0.5,18.08,6.18,Nemoral beech forest
2011,MAR1,12,74.58,13.46,722.5,NA,NA,NA,NA,NA,78.78,223.2,18.92,47,34,10.83,53,22.58,17.53,7.11,Nemoral oak forest
2011,PIE1,12,97.5,10.28,754.8,5.278,0.01,0.314,0.081,0.206,92.16,366.5,15.84,36,28,28.67,8,0.79,23.56,6.71,Nemoral beech forest
2011,PIE2,12,85.83,13.59,809.6,NA,NA,NA,NA,NA,93.92,383.4,20.56,37,28,46.61,24,19.5,22.74,8.18,Nemoral oak forest
2011,PIE3,12,28.33,6,828.9,5.713,0.01,0.381,0.211,0.489,73.65,356.4,10.64,38,27,7.67,82,28.08,26.03,6,Boreal forest
2011,PUG1,12,95.58,14.89,650.3,NA,NA,NA,NA,NA,63.54,155.1,19.26,52,34,12.78,22,15.83,25.21,6.23,Nemoral beech forest
2011,SAR1,12,96.5,15.6,946,NA,NA,NA,NA,NA,86.14,118.9,19.62,38,36,14.31,22,7.17,38.63,5.8,Mediterranean forest
2011,SIC1,12,64.17,15.81,555.2,NA,NA,NA,NA,NA,89.81,96.3,19.48,99,81,17.94,31,42.5,13.97,5.42,Nemoral oak forest
2011,TOS1,12,87.92,15.63,489.7,NA,NA,NA,NA,NA,77.38,98.7,20.78,40,40,13.83,30,19.92,28.77,6.46,Mediterranean forest
2011,TOS2,12,82.17,15.36,459.6,NA,NA,NA,NA,NA,74.76,73.8,19.96,38,34,20.69,12,22.58,28.77,6.04,Mediterranean forest
2011,TOS3,12,94.67,10.68,741.5,NA,NA,NA,NA,NA,78.23,198.3,15.93,36,32,27.33,14,6.58,16.71,6.66,Nemoral beech forest
2011,TRE1,12,35,10.76,935.3,4.413,0.104,0.181,0.519,0.029,62.11,516.4,16.64,33,20,12.75,16,0.58,35.07,7.04,Boreal forest
2011,UMB1,12,77.92,13.04,823.9,NA,NA,NA,NA,NA,67.23,259.9,18.24,51,34,18.28,57,55.25,21.1,6.76,Nemoral oak forest
2011,VAL1,12,75,4.91,1043.5,NA,NA,NA,NA,NA,77.87,454,9.53,33,10,15.5,25,1.08,21.92,5.88,Boreal forest
2011,VEN1,12,97,10,755.4,6.456,0.01,0.74,0.091,0.35,72.52,438,16.28,35,16,20.96,36,0,32.05,7.55,Nemoral beech forest
2011,VEN2,12,82.67,15.25,527.9,NA,NA,NA,NA,NA,78.49,174.1,22.52,41,38,22.5,27,48.67,38.63,8.47,Nemoral oak forest
2012,ABR1,12,90.25,12.09,1306.3,7.65,0.01,0.655,0.205,0.075,73.72,360.7,17.69,48,48,19.33,15,5.33,50.82,7.53,Nemoral beech forest
2012,ABR2,12,78.92,12.08,1129.2,NA,NA,NA,NA,NA,66.66,311.4,17.63,48,48,12.83,65,15.5,42.62,7.59,Nemoral oak forest
2012,BOL1,12,46.92,12.07,870.2,NA,NA,NA,NA,NA,79.27,435.1,18.71,29,9,11.67,79,19.67,26.78,8.08,Boreal forest
2012,CAL1,12,93.25,13.91,1465.2,6.167,0.01,1.116,0.914,0.405,84.79,244.8,18.38,55,55,15.88,26,1.34,10.38,6.6,Nemoral beech forest
2012,CAM1,12,87.75,12.8,1081.7,NA,NA,NA,NA,NA,64.58,361.9,17.48,47,47,13.17,32,1.88,31.97,6.85,Nemoral beech forest
2012,EMI1,12,67.42,13.66,686.2,4.529,0.02,1.849,0.177,12.526,92.59,161.6,21.07,46,46,63,26,13,26.78,9.21,Nemoral oak forest
2012,FRI1,12,91.58,13.62,982.4,NA,NA,NA,NA,NA,83.13,371,20.49,46,26,23.59,53,35.08,23.22,8.52,Nemoral oak forest
2012,FRI2,12,83,6.07,1970.7,5.744,0.043,0.312,0.392,0.01,71.56,892,12.11,26,7,15.97,47,15.42,19.13,7.77,Boreal forest
2012,LAZ1,12,75.25,13.95,859.5,5.85,0.01,0.64,0.64,0.01,125.9,181.4,19.84,41,41,33.07,46,25.83,26.78,7.8,Nemoral oak forest
2012,LAZ2,12,64.67,16.82,856.9,NA,NA,NA,NA,NA,96.45,193.3,21.4,37,37,NA,21,15.58,32.79,6.47,Mediterranean forest
2012,LOM1,11,56.36,2.69,1072.3,NA,NA,0.35,0.256,0.021,46.24,583.1,7.52,18,10,NA,53,5.45,21.58,6.58,Boreal forest
2012,MAR1,12,79.58,13.6,954.6,NA,NA,NA,NA,NA,86.76,253.9,19.83,39,39,11.45,62,25.75,17.76,7.99,Nemoral oak forest
2012,PIE1,12,98.33,9.92,754,5.067,0.01,0.357,0.053,0.262,65.13,394,15.63,33,15,26.33,9,0.75,22.4,7.33,Nemoral beech forest
2012,PIE3,12,30.83,5.11,966.4,NA,NA,NA,NA,NA,43.61,442.3,10.27,18,13,7.33,79,28.5,18.31,6.99,Boreal forest
2012,PUG1,12,92.42,14.7,896.6,NA,NA,NA,NA,NA,69.98,253.5,19.63,47,47,17.41,23,13.67,22.4,7.08,Nemoral beech forest
2012,SAR1,12,89.5,15.66,573.6,NA,NA,NA,NA,NA,80.67,148.7,20.35,56,56,17.17,19,4.08,45.63,6.75,Mediterranean forest
2012,SIC1,12,64.58,16.11,502.8,NA,NA,NA,NA,NA,76.81,131.2,20.26,60,60,21.36,34,44.17,18.03,6.28,Nemoral oak forest
2012,TOS2,12,79.42,15.21,687.6,NA,NA,NA,NA,NA,124.58,163.9,20.19,79,79,31.07,14,15.58,30.33,6.89,Mediterranean forest
2012,TRE1,12,36.67,10.05,1145,4.333,0.018,0.165,0.626,0.01,69.08,606.6,16.2,26,8,12,16,0.58,26.5,7.61,Boreal forest
2012,VAL1,12,76.67,4.1,1128.4,NA,NA,NA,NA,NA,54.18,504.9,9.13,15,8,10.5,22,0.92,17.49,6.81,Boreal forest
2012,VEN1,12,97.58,9.44,1326.8,6.533,0.01,0.738,0.118,0.339,90.74,516,15.92,47,11,20.48,34,0,26.23,8.06,Nemoral beech forest
2012,VEN2,12,86.83,14.97,579.9,NA,NA,NA,NA,NA,93.86,201.5,22.63,44,40,26.43,19,46.92,38.52,9.38,Nemoral oak forest
2013,ABR1,4,93.25,11.54,1771.7,6.775,0.01,0.418,0.27,0.01,60.81,439.9,16.5,23,18,10.17,18,3.5,35.07,6.57,Nemoral beech forest
2013,CAL1,4,93.5,13.83,1455.7,6.338,0.016,1.284,1.049,0.072,74.92,250,17.76,30,30,21.81,20,2.12,8.77,5.62,Nemoral beech forest
2013,CAM1,4,89.5,13.08,1345.1,NA,NA,NA,NA,NA,72,243.1,17.42,24,24,15,22,2.2,26.85,6.09,Nemoral beech forest
2013,EMI1,4,68.5,13.14,1031.2,4.728,0.032,2.072,0.172,12.376,76.14,295.5,19.92,26,20,61.75,23,11.75,19.18,8.42,Nemoral oak forest
2013,FRI1,4,93.5,13.52,1228.1,NA,NA,NA,NA,NA,60.95,459.1,19.83,30,14,25,33,31.5,18.63,7.63,Nemoral oak forest
2013,LAZ1,4,75.25,13.41,968.6,5.943,0.01,1.084,0.306,0.055,54.22,279.2,18.59,31,31,15.5,39,23.5,15.07,6.86,Nemoral oak forest
2013,LOM1,4,90.5,2.37,1063,NA,NA,NA,NA,NA,60.98,533.5,6.84,24,9,NA,42,10,13.97,6.29,Boreal forest
2013,MAR1,4,79.75,13.15,1295.4,NA,NA,NA,NA,NA,79.13,380.2,18.27,31,31,9.83,49,19,11.23,6.74,Nemoral oak forest
2013,PIE1,4,98.75,9.27,973.3,5.58,0.01,0.367,0.028,0.143,75,591.9,14.71,27,11,29.13,8,0.25,12.05,6.91,Nemoral beech forest
2013,TOS1,4,91.25,15.16,934,NA,NA,NA,NA,NA,72.5,183.5,20.22,48,48,17.33,16,7.5,18.08,6.84,Mediterranean forest
2013,VAL1,4,85,3.35,1102.8,NA,NA,NA,NA,NA,40.92,497.7,8.11,20,15,12.67,13,1,12.6,6.83,Boreal forest
2013,VEN1,4,97,9.04,1640.2,6.645,0.01,0.507,0.154,0.656,45.05,797.4,15.26,29,10,15.86,20,0,16.99,7.62,Nemoral beech forest
2013,VEN2,4,93.75,14.22,873.6,NA,NA,NA,NA,NA,62.61,326.5,21.27,34,16,24.64,12,41.25,32.05,8.58,Nemoral oak forest
2014,ABR1,4,93.75,11.96,1517.8,7.458,0.01,0.496,0.176,0.01,63.66,446.4,15.52,32,32,11.67,12,4.75,40.82,5.15,Nemoral beech forest
2014,CAL1,4,91.25,14.23,1697.6,6.395,0.01,0.885,0.75,1.811,58.24,422.7,17.18,30,30,18.38,21,1.67,13.15,4.87,Nemoral beech forest
2014,CAM1,4,91.75,13.54,1195,NA,NA,NA,NA,NA,59.61,311.3,16.57,31,31,11.52,23,2.25,28.49,4.87,Nemoral beech forest
2014,EMI1,4,70,14.17,942.9,5.067,0.016,2.112,0.331,8.023,60.88,248.3,19.56,21,14,55.41,20,12,23.29,6.54,Nemoral oak forest
2014,FRI1,4,89.75,14.27,1683.9,NA,NA,NA,NA,NA,70.32,508.4,19.06,20,13,15.88,31,27.5,16.44,5.79,Nemoral oak forest
2014,LAZ1,4,77.25,13.97,1020.4,5.811,0.01,0.996,0.276,0.01,53.52,312.7,17.96,19,14,13.15,38,22.75,20.55,5.43,Nemoral oak forest
2014,LOM1,4,87,2.97,1604.6,NA,NA,NA,NA,NA,55.78,625,6.4,18,9,22.17,42,7.2,15.62,4.83,Boreal forest
2014,MAR1,4,73.75,13.67,1091.4,NA,NA,NA,NA,NA,36.67,438.6,17.76,17,17,13,50,27.5,10.41,5.28,Nemoral oak forest
2014,PIE1,4,81.25,9.88,1117.2,NA,NA,NA,NA,NA,75.4,451.2,14.49,20,10,41.03,7,0.12,14.52,5.84,Nemoral beech forest
2014,TOS1,4,90,15.69,1293.3,NA,NA,NA,NA,NA,85.49,325,19.35,42,42,15.52,17,8.75,16.71,5.14,Mediterranean forest
2014,VAL1,4,65,4.53,989.2,NA,NA,NA,NA,NA,46.68,476.4,8.29,17,9,12.41,11,3,15.89,5.46,Boreal forest
2014,VEN1,4,94.75,9.73,2273.1,6.709,0.01,0.464,0.045,0.519,81.8,682.2,14.65,19,9,12.41,25,0.05,15.07,6.15,Nemoral beech forest
2014,VEN2,4,91.25,15.17,888.4,NA,NA,NA,NA,NA,52.49,316.4,20.69,21,14,20.77,11,43.75,30.68,6.56,Nemoral oak forest
2016,ABR1,12,58.75,12.11,1146.7,7.175,0.01,0.688,0.188,0.01,54.62,399.6,16.74,23,12,27.93,24,2.92,36.34,5.81,Nemoral beech forest
2016,CAL1,12,84.75,15.08,919.4,6.205,0.014,0.958,0.482,2.051,88.79,144.1,18.68,40,40,22.92,30,1.72,7.1,5.05,Nemoral beech forest
2016,EMI1,12,61.92,13.77,603.5,4.555,0.112,1.849,0.226,8.491,98.02,149.9,20.35,33,20,51.77,30,23.75,15.3,7.93,Nemoral oak forest
2016,LAZ1,12,55.92,13.62,822.6,5.583,0.01,1.101,0.538,0.01,61.71,240,18.57,16,16,22,50,8.17,19.95,6.17,Nemoral oak forest
2016,PIE1,12,90,9.67,840.3,5.306,0.01,0.415,0.083,0.271,61.15,412.3,14.95,23,9,40.27,11,2,16.67,6.55,Nemoral beech forest
2016,VEN1,12,93.08,9.61,1259.2,6.17,0.01,0.396,0.239,1.01,49.51,611.7,15.27,35,8,21.55,35,0.06,19.95,6.94,Nemoral beech forest
2016,VEN2,12,76.08,14.3,569,NA,NA,NA,NA,NA,75.94,225.1,21.1,25,25,21.4,19,51,36.34,8.13,Nemoral oak forest
2019,ABR1,12,89.42,12.01,1516.9,NA,NA,NA,NA,NA,97.45,485.5,16.6,27,20,21.33,20,2.92,33.97,6.92,Nemoral beech forest
2019,CAL1,12,93.5,14.98,1243.6,5.447,0.073,0.943,2,5.589,83.29,256.7,19.4,38,38,36.21,25,64.92,15.62,6.91,Nemoral beech forest
2019,EMI1,12,67.75,14.66,1114.8,4.435,0.116,1.791,0.119,9.386,88.83,525.2,20.68,30,23,54.27,25,21.08,19.73,8.21,Nemoral oak forest
2019,LAZ1,12,73.17,13.5,1095.2,NA,NA,NA,NA,NA,95.67,376.8,18.46,41,41,18.68,44,32.08,24.66,7.13,Nemoral oak forest
2019,PIE1,12,93.42,9.59,947.8,NA,NA,NA,NA,NA,86.92,364,14.84,26,10,32,10,1.83,20.82,6.91,Nemoral beech forest
2019,VEN1,12,78.75,9.84,1935.5,6.528,0.014,0.355,0.158,0.135,102.02,886.7,15.56,20,9,22.86,38,0.04,22.19,7.31,Nemoral beech forest
2020,ABR1,12,89,12.09,1238.1,NA,NA,NA,NA,NA,92.16,289.1,16.85,19,19,20.69,22,3.42,41.26,6,Nemoral beech forest
2020,CAL1,12,92.42,14.82,1289.7,6.028,0.047,1.307,1.565,3.139,89.51,334.4,19.16,25,25,37.88,28,64.92,13.93,5.83,Nemoral beech forest
2020,EMI1,12,68.75,14.56,820.8,4.689,0.059,2.553,0.122,5.199,100.83,342.7,20.97,35,18,24.27,29,24.83,12.57,7.6,Nemoral oak forest
2020,LAZ1,12,73.5,13.38,795.8,NA,NA,NA,NA,NA,94.34,193.6,18.46,43,43,16.21,45,33.08,23.5,6.36,Nemoral oak forest
2020,PIE1,12,95.08,9.54,829.2,NA,NA,NA,NA,NA,95.93,453.8,15.2,19,18,37.3,10,2.13,18.31,6.61,Nemoral beech forest
2020,VEN1,12,90,9.76,1768.6,6.652,0.044,0.425,0.09,0.107,104.93,724.4,15.58,28,27,12.32,36,0.07,21.86,6.83,Nemoral beech forest
2020,VEN2,12,65.42,13.88,665.7,NA,NA,NA,NA,NA,89.2,285.2,20.41,19,18,22.83,20,53.75,26.5,7.69,Nemoral oak forest
2023,ABR1,12,96.67,12.22,1110.2,NA,NA,NA,NA,NA,72.06,460.4,15.97,30,30,NA,16,3.3,36.99,6.44,Nemoral beech forest
2023,BOL1,12,65,13.06,931.9,NA,NA,NA,NA,NA,80.1,508.2,19.19,53,14,NA,46,21.92,26.85,7.92,Boreal forest
2023,CAL1,12,90.08,14.89,914.4,NA,NA,NA,NA,NA,83.19,295.1,17.85,22,22,NA,24,1.92,12.05,5.72,Nemoral beech forest
2023,EMI1,12,75,15.15,665.8,NA,NA,NA,NA,NA,89.15,302.5,20.8,28,23,NA,22,6.5,28.77,7.73,Nemoral oak forest
2023,LAZ1,12,78.33,14.34,748.5,NA,NA,NA,NA,NA,65.64,262.2,18.85,30,22,NA,42,6.46,30.41,6.88,Nemoral oak forest
2023,PIE1,12,95.58,10.15,882.6,NA,NA,NA,NA,NA,51.72,476.8,15.27,49,11,NA,9,2.73,27.12,6.84,Nemoral beech forest
2023,TOS2,12,85.67,15.39,760.2,NA,NA,NA,NA,NA,62.43,229.7,19.42,50,50,NA,20,2.58,40.27,6.2,Mediterranean forest
2023,VEN1,12,95.33,10.45,1098.9,NA,NA,NA,NA,NA,66.37,686.7,15.89,35,14,NA,31,0.12,33.42,7.46,Nemoral beech forest
2023,VEN2,12,60.67,14.92,513.1,NA,NA,NA,NA,NA,85.52,285.9,20.73,32,22,NA,22,35.42,41.64,7.8,Nemoral oak forest
